trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
1403,6,2020-11-11,Credit,Electronic funds transfer,6669,47930.9,Old-age Pension,Czech export bank,150186
1404,6,2020-12-11,Credit,Electronic funds transfer,6669,49769.3,Old-age Pension,Czech export bank,150186
1453,6,2020-01-12,Withdrawal,Remittance to Another Bank,3954,30544.2,Household ,Kameron bank,44486999
1454,6,2020-02-12,Withdrawal,Remittance to Another Bank,3954,26316.0,Household ,Kameron bank,44486999
1455,6,2020-03-12,Withdrawal,Remittance to Another Bank,3954,29121.0,Household ,Kameron bank,44486999
1456,6,2020-04-12,Withdrawal,Remittance to Another Bank,3954,31938.2,Household ,Kameron bank,44486999
1457,6,2020-05-12,Withdrawal,Remittance to Another Bank,3954,34766.8,Household ,Kameron bank,44486999
1458,6,2020-06-12,Withdrawal,Remittance to Another Bank,3954,37607.4,Household ,Kameron bank,44486999
1459,6,2020-07-12,Withdrawal,Remittance to Another Bank,3954,37446.0,Household ,Kameron bank,44486999
1460,6,2020-08-12,Withdrawal,Remittance to Another Bank,3954,35410.0,Household ,Kameron bank,44486999
1461,6,2020-09-12,Withdrawal,Remittance to Another Bank,3954,38255.5,Household ,Kameron bank,44486999
1462,6,2020-10-12,Withdrawal,Remittance to Another Bank,3954,41110.2,Household ,Kameron bank,44486999
1463,6,2020-11-12,Withdrawal,Remittance to Another Bank,3954,43976.9,Household ,Kameron bank,44486999
1464,6,2020-12-12,Withdrawal,Remittance to Another Bank,3954,45815.3,Household ,Kameron bank,44486999
1480,6,2020-06-19,Withdrawal,Withdrawal in cash,2050,35557.4,,,
1485,6,2020-01-21,Withdrawal,Withdrawal in cash,4250,25814.2,,,
1490,6,2020-12-04,Withdrawal,Withdrawal in cash,400,43740.3,,,
1510,6,2020-01-23,Withdrawal,Withdrawal in cash,1680,24134.2,,,
1511,6,2020-01-30,Withdrawal,Withdrawal in cash,640,23494.2,,,
1512,6,2020-01-10,Withdrawal,Withdrawal in cash,1680,29589.2,,,
1513,6,2020-01-02,Withdrawal,Withdrawal in cash,2240,31269.2,,,
1514,6,2020-01-15,Withdrawal,Withdrawal in cash,480,30064.2,,,
1515,6,2020-01-11,Withdrawal,Withdrawal in cash,1760,34498.2,,,
1536,6,2020-06-30,Withdrawal,Withdrawal in cash,960,34745.6,,,
1537,6,2020-08-07,Withdrawal,Withdrawal in cash,1120,32695.0,,,
1538,6,2020-12-08,Withdrawal,Withdrawal in cash,640,43100.3,,,
1539,6,2020-07-17,Withdrawal,Withdrawal in cash,3760,33686.0,,,
1582,6,2020-01-31,Withdrawal,Withdrawal in cash,15,23601.0,Payment on Statement,,
1583,6,2020-02-28,Withdrawal,Withdrawal in cash,15,26406.0,Payment on Statement,,
1584,6,2020-03-31,Withdrawal,Withdrawal in cash,15,29223.2,Payment on Statement,,
1585,6,2020-04-30,Withdrawal,Withdrawal in cash,15,32051.8,Payment on Statement,,
1586,6,2020-05-31,Withdrawal,Withdrawal in cash,15,34892.4,Payment on Statement,,
1587,6,2020-06-30,Withdrawal,Withdrawal in cash,15,34731.0,Payment on Statement,,
1588,6,2020-07-31,Withdrawal,Withdrawal in cash,15,33815.0,Payment on Statement,,
1589,6,2020-08-31,Withdrawal,Withdrawal in cash,15,35540.5,Payment on Statement,,
1590,6,2020-09-30,Withdrawal,Withdrawal in cash,15,38395.2,Payment on Statement,,
1591,6,2020-10-31,Withdrawal,Withdrawal in cash,15,41261.9,Payment on Statement,,
1592,6,2020-11-30,Withdrawal,Withdrawal in cash,15,44140.3,Payment on Statement,,
1593,6,2020-12-31,Withdrawal,Withdrawal in cash,15,45988.4,Payment on Statement,,
1672,7,2020-01-07,Credit,Credit in cash ,22650,50955.4,,,
1673,7,2020-02-07,Credit,Credit in cash ,22650,61435.8,,,
1674,7,2020-03-07,Credit,Credit in cash ,22650,69755.4,,,
1675,7,2020-04-07,Credit,Credit in cash ,22650,70001.2,,,
1676,7,2020-05-07,Credit,Credit in cash ,22650,69357.9,,,
1677,7,2020-06-07,Credit,Credit in cash ,33975,76788.4,,,
1678,7,2020-07-07,Credit,Credit in cash ,22650,70509.1,,,
1679,7,2020-08-07,Credit,Credit in cash ,22650,66154.9,,,
1680,7,2020-09-07,Credit,Credit in cash ,22650,67948.1,,,
1681,7,2020-10-07,Credit,Credit in cash ,22650,71549.8,,,
1682,7,2020-11-07,Credit,Credit in cash ,22650,75966.9,,,
1683,7,2020-12-07,Credit,Credit in cash ,33975,86918.3,,,
1712,7,2020-05-06,Withdrawal,Remittance to Another Bank,4880,46707.9,Household ,PPF Bank,34452903
1713,7,2020-06-06,Withdrawal,Remittance to Another Bank,4880,42813.4,Household ,PPF Bank,34452903
1714,7,2020-07-06,Withdrawal,Remittance to Another Bank,4880,47859.1,Household ,PPF Bank,34452903
1715,7,2020-08-06,Withdrawal,Remittance to Another Bank,4880,43504.9,Household ,PPF Bank,34452903
1716,7,2020-09-06,Withdrawal,Remittance to Another Bank,4880,45298.1,Household ,PPF Bank,34452903
1717,7,2020-10-06,Withdrawal,Remittance to Another Bank,4880,48899.8,Household ,PPF Bank,34452903
1718,7,2020-11-06,Withdrawal,Remittance to Another Bank,4880,53316.9,Household ,PPF Bank,34452903
1719,7,2020-12-06,Withdrawal,Remittance to Another Bank,4880,52943.3,Household ,PPF Bank,34452903
1756,7,2020-07-20,Withdrawal,Withdrawal in cash,4680,65829.1,,,
1757,7,2020-08-02,Withdrawal,Withdrawal in cash,1680,48384.9,,,
1758,7,2020-05-26,Withdrawal,Withdrawal in cash,4800,47457.9,,,
1780,7,2020-04-30,Withdrawal,Withdrawal in cash,15,51587.9,Payment on Statement,,
1781,7,2020-05-31,Withdrawal,Withdrawal in cash,15,47693.4,Payment on Statement,,
1782,7,2020-06-30,Withdrawal,Withdrawal in cash,15,52739.1,Payment on Statement,,
1783,7,2020-07-31,Withdrawal,Withdrawal in cash,15,50064.9,Payment on Statement,,
1784,7,2020-08-31,Withdrawal,Withdrawal in cash,15,50178.1,Payment on Statement,,
1785,7,2020-09-30,Withdrawal,Withdrawal in cash,15,53779.8,Payment on Statement,,
1786,7,2020-10-31,Withdrawal,Withdrawal in cash,15,58196.9,Payment on Statement,,
1787,7,2020-11-30,Withdrawal,Withdrawal in cash,15,57823.3,Payment on Statement,,
1788,7,2020-12-31,Withdrawal,Withdrawal in cash,15,61397.1,Payment on Statement,,
1801,7,2020-01-23,Withdrawal,Withdrawal in cash,12300,38655.4,,,
1802,7,2020-02-22,Withdrawal,Withdrawal in cash,14500,46935.8,,,
1803,7,2020-03-24,Withdrawal,Withdrawal in cash,22600,47155.4,,,
1804,7,2020-04-23,Withdrawal,Withdrawal in cash,18600,51401.2,,,
1805,7,2020-05-23,Withdrawal,Withdrawal in cash,17100,52257.9,,,
1806,7,2020-06-22,Withdrawal,Withdrawal in cash,24300,52488.4,,,
1807,7,2020-07-22,Withdrawal,Withdrawal in cash,16000,49829.1,,,
1808,7,2020-08-21,Withdrawal,Withdrawal in cash,16200,49954.9,,,
1809,7,2020-09-20,Withdrawal,Withdrawal in cash,14400,53548.1,,,
1810,7,2020-10-20,Withdrawal,Withdrawal in cash,13600,57949.8,,,
1811,7,2020-11-19,Withdrawal,Withdrawal in cash,18400,57566.9,,,
1812,7,2020-12-19,Withdrawal,Withdrawal in cash,25800,61118.3,,,
1875,8,2020-01-07,Credit,Credit in cash ,20475,43942.6,,,
1876,8,2020-02-07,Credit,Credit in cash ,20475,39499.0,,,
1877,8,2020-03-07,Credit,Credit in cash ,20475,50979.3,,,
1878,8,2020-04-07,Credit,Credit in cash ,20475,56220.4,,,
1879,8,2020-05-07,Credit,Credit in cash ,20475,62159.1,,,
1880,8,2020-06-07,Credit,Credit in cash ,30712,75251.4,,,
1881,8,2020-07-07,Credit,Credit in cash ,20475,52398.0,,,
1882,8,2020-08-07,Credit,Credit in cash ,20475,56715.0,,,
1883,8,2020-09-07,Credit,Credit in cash ,20475,58841.1,,,
1884,8,2020-10-07,Credit,Credit in cash ,20475,58468.5,,,
1885,8,2020-11-07,Credit,Credit in cash ,20475,57892.5,,,
1886,8,2020-12-07,Credit,Credit in cash ,30712,67650.6,,,
1923,8,2020-01-07,Withdrawal,Remittance to Another Bank,2612,41330.6,Household ,Max bank,12510681
1924,8,2020-02-07,Withdrawal,Remittance to Another Bank,2612,36887.0,Household ,Max bank,12510681
1925,8,2020-03-07,Withdrawal,Remittance to Another Bank,2612,48367.3,Household ,Max bank,12510681
1926,8,2020-04-07,Withdrawal,Remittance to Another Bank,2612,53608.4,Household ,Max bank,12510681
1927,8,2020-05-07,Withdrawal,Remittance to Another Bank,2612,59547.1,Household ,Max bank,12510681
1928,8,2020-06-07,Withdrawal,Remittance to Another Bank,2612,72639.4,Household ,Max bank,12510681
1929,8,2020-07-07,Withdrawal,Remittance to Another Bank,2612,49786.0,Household ,Max bank,12510681
1930,8,2020-08-07,Withdrawal,Remittance to Another Bank,2612,54103.0,Household ,Max bank,12510681
1931,8,2020-09-07,Withdrawal,Remittance to Another Bank,2612,56229.1,Household ,Max bank,12510681
1932,8,2020-10-07,Withdrawal,Remittance to Another Bank,2612,55856.5,Household ,Max bank,12510681
1933,8,2020-11-07,Withdrawal,Remittance to Another Bank,2612,55280.5,Household ,Max bank,12510681
1934,8,2020-12-07,Withdrawal,Remittance to Another Bank,2612,65038.6,Household ,Max bank,12510681
1971,8,2020-01-05,Withdrawal,Remittance to Another Bank,6712,33267.6,,PPF Bank,93210345
1972,8,2020-02-05,Withdrawal,Remittance to Another Bank,6712,19024.0,,PPF Bank,93210345
1973,8,2020-03-05,Withdrawal,Remittance to Another Bank,6712,30504.3,,PPF Bank,93210345
1974,8,2020-04-05,Withdrawal,Remittance to Another Bank,6712,35745.4,,PPF Bank,93210345
1975,8,2020-05-05,Withdrawal,Remittance to Another Bank,6712,41684.1,,PPF Bank,93210345
1976,8,2020-06-05,Withdrawal,Remittance to Another Bank,6712,44539.4,,PPF Bank,93210345
1977,8,2020-07-05,Withdrawal,Remittance to Another Bank,6712,31923.0,,PPF Bank,93210345
1978,8,2020-08-05,Withdrawal,Remittance to Another Bank,6712,36240.0,,PPF Bank,93210345
1979,8,2020-09-05,Withdrawal,Remittance to Another Bank,6712,38366.1,,PPF Bank,93210345
1980,8,2020-10-05,Withdrawal,Remittance to Another Bank,6712,37993.5,,PPF Bank,93210345
1981,8,2020-11-05,Withdrawal,Remittance to Another Bank,6712,37417.5,,PPF Bank,93210345
1982,8,2020-12-05,Withdrawal,Remittance to Another Bank,6712,36938.6,,PPF Bank,93210345
1997,8,2020-06-22,Withdrawal,Withdrawal in cash,11520,38419.4,,,
2001,8,2020-01-06,Withdrawal,Withdrawal in cash,6560,26707.6,,,
2005,8,2020-12-08,Withdrawal,Withdrawal in cash,2720,62318.6,,,
2019,8,2020-01-06,Withdrawal,Withdrawal in cash,3240,23467.6,,,
2020,8,2020-01-28,Withdrawal,Withdrawal in cash,3120,25610.6,,,
2021,8,2020-01-10,Withdrawal,Withdrawal in cash,2160,39170.6,,,
2022,8,2020-01-21,Withdrawal,Withdrawal in cash,2280,28730.6,,,
2023,8,2020-01-01,Withdrawal,Withdrawal in cash,2040,39979.6,,,
2024,8,2020-01-20,Withdrawal,Withdrawal in cash,3360,31010.6,,,
2042,8,2020-03-30,Withdrawal,Withdrawal in cash,2280,42287.3,,,
2043,8,2020-06-22,Withdrawal,Withdrawal in cash,5400,49939.4,,,
2044,8,2020-12-13,Withdrawal,Withdrawal in cash,1920,49198.6,,,
2075,8,2020-01-31,Withdrawal,Withdrawal in cash,15,25736.0,Payment on Statement,,
2076,8,2020-02-28,Withdrawal,Withdrawal in cash,15,37216.3,Payment on Statement,,
2077,8,2020-03-31,Withdrawal,Withdrawal in cash,15,42457.4,Payment on Statement,,
2078,8,2020-04-30,Withdrawal,Withdrawal in cash,15,48396.1,Payment on Statement,,
2079,8,2020-05-31,Withdrawal,Withdrawal in cash,15,51251.4,Payment on Statement,,
2080,8,2020-06-30,Withdrawal,Withdrawal in cash,15,38635.0,Payment on Statement,,
2081,8,2020-07-31,Withdrawal,Withdrawal in cash,15,42952.0,Payment on Statement,,
2082,8,2020-08-31,Withdrawal,Withdrawal in cash,15,45078.1,Payment on Statement,,
2083,8,2020-09-30,Withdrawal,Withdrawal in cash,15,44705.5,Payment on Statement,,
2084,8,2020-10-31,Withdrawal,Withdrawal in cash,15,44129.5,Payment on Statement,,
2085,8,2020-11-30,Withdrawal,Withdrawal in cash,15,43650.6,Payment on Statement,,
2086,8,2020-12-31,Withdrawal,Withdrawal in cash,15,49388.6,Payment on Statement,,
2113,8,2020-01-13,Withdrawal,Withdrawal in cash,4800,34370.6,,,
2114,8,2020-02-12,Credit,Credit in cash ,200,37087.0,,,
2115,8,2020-03-14,Withdrawal,Withdrawal in cash,3800,44567.3,,,
2116,8,2020-04-13,Withdrawal,Withdrawal in cash,5400,48208.4,,,
2117,8,2020-05-13,Withdrawal,Withdrawal in cash,8500,51047.1,,,
2118,8,2020-06-12,Withdrawal,Withdrawal in cash,17300,55339.4,,,
2119,8,2020-07-12,Withdrawal,Withdrawal in cash,7000,42786.0,,,
2120,8,2020-08-11,Withdrawal,Withdrawal in cash,9200,44903.0,,,
2121,8,2020-09-10,Withdrawal,Withdrawal in cash,11700,44529.1,,,
2122,8,2020-10-10,Withdrawal,Withdrawal in cash,11900,43956.5,,,
2123,8,2020-11-09,Withdrawal,Withdrawal in cash,11800,43480.5,,,
2124,8,2020-12-09,Withdrawal,Withdrawal in cash,11200,51118.6,,,
2185,9,2020-10-11,Credit,Credit in cash ,32930,84352.1,,,
2186,9,2020-10-04,Credit,Credit in cash ,35759,51422.1,,,
2237,9,2020-01-13,Credit,Credit in cash ,800,22635.2,,,
2238,9,2020-02-16,Credit,Credit in cash ,800,21568.0,,,
2239,9,2020-03-14,Credit,Credit in cash ,800,21437.2,,,
2240,9,2020-04-16,Credit,Credit in cash ,800,16660.3,,,
2241,9,2020-05-14,Credit,Credit in cash ,800,17316.2,,,
2242,9,2020-06-13,Credit,Credit in cash ,800,18170.6,,,
2243,9,2020-07-17,Credit,Credit in cash ,800,14026.6,,,
2244,9,2020-08-15,Credit,Credit in cash ,800,14876.1,,,
2245,9,2020-09-14,Credit,Credit in cash ,800,15717.9,,,
2246,9,2020-10-15,Credit,Credit in cash ,800,85152.1,,,
2247,9,2020-11-13,Credit,Credit in cash ,800,48129.7,,,
2248,9,2020-12-14,Credit,Credit in cash ,800,30975.2,,,
2283,9,2020-01-07,Withdrawal,Withdrawal in cash,5600,22235.2,,,
2289,9,2020-12-07,Withdrawal,Withdrawal in cash,700,30175.2,,,
2315,9,2020-01-24,Withdrawal,Withdrawal in cash,700,20685.2,,,
2316,9,2020-01-22,Withdrawal,Withdrawal in cash,1250,21385.2,,,
2317,9,2020-01-03,Withdrawal,Withdrawal in cash,250,32585.2,,,
2318,9,2020-01-07,Withdrawal,Withdrawal in cash,850,27835.2,,,
2319,9,2020-01-08,Withdrawal,Withdrawal in cash,400,21835.2,,,
2320,9,2020-01-28,Withdrawal,Withdrawal in cash,1100,19585.2,,,
2350,9,2020-06-21,Withdrawal,Withdrawal in cash,500,17670.6,,,
2351,9,2020-12-18,Withdrawal,Withdrawal in cash,450,30525.2,,,
2352,9,2020-04-02,Withdrawal,Withdrawal in cash,1400,20110.3,,,
2353,9,2020-04-08,Withdrawal,Withdrawal in cash,1900,16410.3,,,
2354,9,2020-04-09,Withdrawal,Withdrawal in cash,550,15860.3,,,
2409,9,2020-01-31,Withdrawal,Withdrawal in cash,15,19668.0,Payment on Statement,,
2410,9,2020-02-28,Withdrawal,Withdrawal in cash,15,21637.2,Payment on Statement,,
2411,9,2020-03-31,Withdrawal,Withdrawal in cash,15,21510.3,Payment on Statement,,
2412,9,2020-04-30,Withdrawal,Withdrawal in cash,15,16716.2,Payment on Statement,,
2413,9,2020-05-31,Withdrawal,Withdrawal in cash,15,17370.6,Payment on Statement,,
2414,9,2020-06-30,Withdrawal,Withdrawal in cash,15,17726.6,Payment on Statement,,
2415,9,2020-07-31,Withdrawal,Withdrawal in cash,15,14076.1,Payment on Statement,,
2416,9,2020-08-31,Withdrawal,Withdrawal in cash,15,14917.9,Payment on Statement,,
2417,9,2020-09-30,Withdrawal,Withdrawal in cash,15,15763.1,Payment on Statement,,
2418,9,2020-10-31,Withdrawal,Withdrawal in cash,15,85429.7,Payment on Statement,,
2419,9,2020-11-30,Withdrawal,Withdrawal in cash,15,48375.2,Payment on Statement,,
2420,9,2020-12-31,Withdrawal,Withdrawal in cash,15,30649.4,Payment on Statement,,
2478,9,2020-01-06,Withdrawal,Withdrawal in cash,3900,28685.2,,,
2479,9,2020-02-05,Credit,Credit in cash ,1100,20768.0,,,
2480,9,2020-03-07,Withdrawal,Withdrawal in cash,1000,20637.2,,,
2481,9,2020-04-06,Withdrawal,Withdrawal in cash,1800,18310.3,,,
2482,9,2020-05-06,Withdrawal,Withdrawal in cash,200,16516.2,,,
2483,9,2020-07-05,Withdrawal,Withdrawal in cash,4500,13226.6,,,
2484,9,2020-10-03,Withdrawal,Withdrawal in cash,100,15663.1,,,
2485,9,2020-11-02,Withdrawal,Withdrawal in cash,38100,47329.7,,,
2486,9,2020-12-02,Withdrawal,Withdrawal in cash,17500,30875.2,,,
2581,10,2020-01-13,Credit,Credit in cash ,17686,65694.1,,,
2582,10,2020-02-13,Credit,Credit in cash ,17686,47392.6,,,
2583,10,2020-03-13,Credit,Credit in cash ,17686,51804.7,,,
2584,10,2020-04-13,Credit,Credit in cash ,17686,53018.8,,,
2585,10,2020-05-13,Credit,Credit in cash ,17686,54453.9,,,
2586,10,2020-06-13,Credit,Credit in cash ,26529,38111.8,,,
2587,10,2020-07-13,Credit,Credit in cash ,17686,49612.5,,,
2588,10,2020-08-13,Credit,Credit in cash ,17686,50131.0,,,
2589,10,2020-09-13,Credit,Credit in cash ,17686,57057.1,,,
2590,10,2020-10-13,Credit,Credit in cash ,17686,60005.4,,,
2591,10,2020-11-13,Credit,Credit in cash ,17686,61463.9,,,
2592,10,2020-12-13,Credit,Credit in cash ,26529,70969.2,,,
2618,10,2020-02-12,Withdrawal,Remittance to Another Bank,7033,29706.6,Household ,Max bank,18686104
2619,10,2020-03-12,Withdrawal,Remittance to Another Bank,7033,34118.7,Household ,Max bank,18686104
2620,10,2020-04-12,Withdrawal,Remittance to Another Bank,7033,35332.8,Household ,Max bank,18686104
2621,10,2020-05-12,Withdrawal,Remittance to Another Bank,7033,36767.9,Household ,Max bank,18686104
2622,10,2020-06-12,Withdrawal,Remittance to Another Bank,7033,11582.8,Household ,Max bank,18686104
2623,10,2020-07-12,Withdrawal,Remittance to Another Bank,7033,31926.5,Household ,Max bank,18686104
2624,10,2020-08-12,Withdrawal,Remittance to Another Bank,7033,32445.0,Household ,Max bank,18686104
2625,10,2020-09-12,Withdrawal,Remittance to Another Bank,7033,39371.1,Household ,Max bank,18686104
2626,10,2020-10-12,Withdrawal,Remittance to Another Bank,7033,42319.4,Household ,Max bank,18686104
2627,10,2020-11-12,Withdrawal,Remittance to Another Bank,7033,43777.9,Household ,Max bank,18686104
2628,10,2020-12-12,Withdrawal,Remittance to Another Bank,7033,44440.2,Household ,Max bank,18686104
2678,10,2020-06-08,Withdrawal,Withdrawal in cash,23840,18615.8,,,
2681,10,2020-01-17,Withdrawal,Withdrawal in cash,9760,55934.1,,,
2684,10,2020-12-15,Withdrawal,Withdrawal in cash,4000,66969.2,,,
2694,10,2020-01-28,Withdrawal,Withdrawal in cash,3480,38954.1,,,
2696,10,2020-01-29,Withdrawal,Withdrawal in cash,2400,36554.1,,,
2709,10,2020-05-07,Withdrawal,Withdrawal in cash,1800,43800.9,,,
2710,10,2020-08-12,Withdrawal,Withdrawal in cash,1200,39478.0,,,
2711,10,2020-05-16,Withdrawal,Withdrawal in cash,2880,51573.9,,,
2712,10,2020-12-24,Withdrawal,Withdrawal in cash,3720,47349.2,,,
2713,10,2020-03-26,Withdrawal,Withdrawal in cash,2520,49284.7,,,
2715,10,2020-07-29,Withdrawal,Withdrawal in cash,600,40512.5,,,
2734,10,2020-01-31,Withdrawal,Withdrawal in cash,15,36739.6,Payment on Statement,,
2735,10,2020-02-28,Withdrawal,Withdrawal in cash,15,41151.7,Payment on Statement,,
2736,10,2020-03-31,Withdrawal,Withdrawal in cash,15,42365.8,Payment on Statement,,
2737,10,2020-04-30,Withdrawal,Withdrawal in cash,15,45600.9,Payment on Statement,,
2738,10,2020-05-31,Withdrawal,Withdrawal in cash,15,42455.8,Payment on Statement,,
2739,10,2020-06-30,Withdrawal,Withdrawal in cash,15,38959.5,Payment on Statement,,
2740,10,2020-07-31,Withdrawal,Withdrawal in cash,15,40678.0,Payment on Statement,,
2741,10,2020-08-31,Withdrawal,Withdrawal in cash,15,46404.1,Payment on Statement,,
2742,10,2020-09-30,Withdrawal,Withdrawal in cash,15,49352.4,Payment on Statement,,
2743,10,2020-10-31,Withdrawal,Withdrawal in cash,15,50810.9,Payment on Statement,,
2744,10,2020-11-30,Withdrawal,Withdrawal in cash,15,51473.2,Payment on Statement,,
2745,10,2020-12-31,Withdrawal,Withdrawal in cash,15,47562.0,Payment on Statement,,
2761,10,2020-01-25,Withdrawal,Withdrawal in cash,13500,42434.1,,,
2762,10,2020-02-24,Withdrawal,Withdrawal in cash,6400,40992.6,,,
2763,10,2020-03-26,Withdrawal,Withdrawal in cash,7100,42184.7,,,
2764,10,2020-04-25,Withdrawal,Withdrawal in cash,7600,45418.8,,,
2765,10,2020-05-25,Withdrawal,Withdrawal in cash,9300,42273.9,,,
2766,10,2020-06-24,Credit,Credit in cash ,700,38811.8,,,
2767,10,2020-07-24,Withdrawal,Withdrawal in cash,8500,41112.5,,,
2768,10,2020-08-23,Withdrawal,Withdrawal in cash,3900,46231.0,,,
2769,10,2020-09-22,Withdrawal,Withdrawal in cash,7900,49157.1,,,
2770,10,2020-10-22,Withdrawal,Withdrawal in cash,9400,50605.4,,,
2771,10,2020-11-21,Withdrawal,Withdrawal in cash,10200,51263.9,,,
2772,10,2020-12-21,Withdrawal,Withdrawal in cash,15900,51069.2,,,
2838,11,2020-01-12,Credit,Electronic funds transfer,3494,32171.0,,PPF Bank,89189946
2839,11,2020-02-12,Credit,Electronic funds transfer,3494,29889.6,,PPF Bank,89189946
2840,11,2020-03-12,Credit,Electronic funds transfer,3494,30242.3,,PPF Bank,89189946
2841,11,2020-04-12,Credit,Electronic funds transfer,3494,31706.7,,PPF Bank,89189946
2842,11,2020-05-12,Credit,Electronic funds transfer,3494,33174.9,,PPF Bank,89189946
2843,11,2020-06-12,Credit,Electronic funds transfer,3494,34649.3,,PPF Bank,89189946
2844,11,2020-07-12,Credit,Electronic funds transfer,3494,35017.6,,PPF Bank,89189946
2845,11,2020-08-12,Credit,Electronic funds transfer,3494,36499.6,,PPF Bank,89189946
2846,11,2020-09-12,Credit,Electronic funds transfer,3494,36687.4,,PPF Bank,89189946
2847,11,2020-10-12,Credit,Electronic funds transfer,3494,37365.8,,PPF Bank,89189946
2848,11,2020-11-12,Credit,Electronic funds transfer,3494,38857.5,,PPF Bank,89189946
2849,11,2020-12-12,Credit,Electronic funds transfer,3494,40355.4,,PPF Bank,89189946
2886,11,2020-01-13,Withdrawal,Remittance to Another Bank,2132,30039.0,,Bank Creditas,38470870
2887,11,2020-02-13,Withdrawal,Remittance to Another Bank,2132,27757.6,,Bank Creditas,38470870
2888,11,2020-03-13,Withdrawal,Remittance to Another Bank,2132,28110.3,,Bank Creditas,38470870
2889,11,2020-04-13,Withdrawal,Remittance to Another Bank,2132,29574.7,,Bank Creditas,38470870
2890,11,2020-05-13,Withdrawal,Remittance to Another Bank,2132,31042.9,,Bank Creditas,38470870
2891,11,2020-06-13,Withdrawal,Remittance to Another Bank,2132,32517.3,,Bank Creditas,38470870
2892,11,2020-07-13,Withdrawal,Remittance to Another Bank,2132,32885.6,,Bank Creditas,38470870
2893,11,2020-08-13,Withdrawal,Remittance to Another Bank,2132,34367.6,,Bank Creditas,38470870
2894,11,2020-09-13,Withdrawal,Remittance to Another Bank,2132,34555.4,,Bank Creditas,38470870
2895,11,2020-10-13,Withdrawal,Remittance to Another Bank,2132,35233.8,,Bank Creditas,38470870
2896,11,2020-11-13,Withdrawal,Remittance to Another Bank,2132,36725.5,,Bank Creditas,38470870
2897,11,2020-12-13,Withdrawal,Remittance to Another Bank,2132,38223.4,,Bank Creditas,38470870
2912,11,2020-12-19,Withdrawal,Withdrawal in cash,510,37713.4,,,
2926,11,2020-01-24,Withdrawal,Withdrawal in cash,180,29109.0,,,
2927,11,2020-01-03,Withdrawal,Withdrawal in cash,210,28677.0,,,
2928,11,2020-01-26,Withdrawal,Withdrawal in cash,660,27699.0,,,
2929,11,2020-01-24,Withdrawal,Withdrawal in cash,420,28689.0,,,
2930,11,2020-01-16,Withdrawal,Withdrawal in cash,180,29859.0,,,
2931,11,2020-01-24,Withdrawal,Withdrawal in cash,330,28359.0,,,
2945,11,2020-06-17,Withdrawal,Withdrawal in cash,1110,31407.3,,,
2946,11,2020-02-09,Withdrawal,Withdrawal in cash,510,26395.6,,,
2947,11,2020-09-24,Withdrawal,Withdrawal in cash,210,34345.4,,,
2948,11,2020-03-09,Withdrawal,Withdrawal in cash,1110,26748.3,,,
2949,11,2020-01-24,Withdrawal,Withdrawal in cash,570,29289.0,,,
2950,11,2020-02-07,Withdrawal,Withdrawal in cash,900,26905.6,,,
2981,11,2020-01-31,Withdrawal,Withdrawal in cash,15,27805.6,Payment on Statement,,
2982,11,2020-02-28,Withdrawal,Withdrawal in cash,15,27858.3,Payment on Statement,,
2983,11,2020-03-31,Withdrawal,Withdrawal in cash,15,28212.7,Payment on Statement,,
2984,11,2020-04-30,Withdrawal,Withdrawal in cash,15,29680.9,Payment on Statement,,
2985,11,2020-05-31,Withdrawal,Withdrawal in cash,15,31155.3,Payment on Statement,,
2986,11,2020-06-30,Withdrawal,Withdrawal in cash,15,31523.6,Payment on Statement,,
2987,11,2020-07-31,Withdrawal,Withdrawal in cash,15,33005.6,Payment on Statement,,
2988,11,2020-08-31,Withdrawal,Withdrawal in cash,15,33193.4,Payment on Statement,,
2989,11,2020-09-30,Withdrawal,Withdrawal in cash,15,33871.8,Payment on Statement,,
2990,11,2020-10-31,Withdrawal,Withdrawal in cash,15,35363.5,Payment on Statement,,
2991,11,2020-11-30,Withdrawal,Withdrawal in cash,15,36861.4,Payment on Statement,,
2992,11,2020-12-31,Withdrawal,Withdrawal in cash,15,37854.5,Payment on Statement,,
3005,11,2020-08-30,Withdrawal,Withdrawal in cash,1300,33067.6,,,
3006,11,2020-09-29,Withdrawal,Withdrawal in cash,600,33745.4,,,
3054,12,2020-04-15,Credit,Credit in cash ,1100,1100.0,,,
3059,12,2020-05-13,Credit,Electronic funds transfer,5938,7038.0,Old-age Pension,J&T Bank ,70369857
3060,12,2020-06-13,Credit,Electronic funds transfer,5938,12976.0,Old-age Pension,J&T Bank ,70369857
3061,12,2020-07-13,Credit,Electronic funds transfer,5938,18914.0,Old-age Pension,J&T Bank ,70369857
3062,12,2020-08-13,Credit,Electronic funds transfer,5938,23795.1,Old-age Pension,J&T Bank ,70369857
3063,12,2020-09-13,Credit,Electronic funds transfer,5938,25614.4,Old-age Pension,J&T Bank ,70369857
3064,12,2020-10-13,Credit,Electronic funds transfer,5938,28044.2,Old-age Pension,J&T Bank ,70369857
3065,12,2020-11-13,Credit,Electronic funds transfer,5938,28805.9,Old-age Pension,J&T Bank ,70369857
3066,12,2020-12-13,Credit,Electronic funds transfer,5938,29053.0,Old-age Pension,J&T Bank ,70369857
